name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance	superkingdom	kingdom	phylum	class	order	family	genus
Ambystoma mexicanum	8296	species	2096829	437	293	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma
Ambystoma jeffersonianum	8297	species	35584	16	4	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma
Ambystoma laterale	8298	species	49679	67	14	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma
Ambystoma texanum	8304	species	121995	145	51	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma
Ambystoma tigrinum	8305	species	199539	44	13	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma
Ambystoma talpoideum	8306	species	23574	9	7	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma
Amphiuma	8311	genus	0	1	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Amphiumidae	Amphiuma
Amphiuma means	8312	species	107016	21	16	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Amphiumidae	Amphiuma
Amphiuma tridactylum	8313	species	29295	3	3	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Amphiumidae	Amphiuma
Salamandridae	8314	family	0	4	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Salamandridae	
Notophthalmus	8315	genus	0	2	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Salamandridae	Notophthalmus
Notophthalmus viridescens	8316	species	299987	50	11	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Salamandridae	Notophthalmus
Pleurodeles waltl	8319	species	214682	70	21	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Salamandridae	Pleurodeles
Taricha granulosa	8321	species	70007	11	9	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Salamandridae	Taricha
Triturus	8322	genus	0	1	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Salamandridae	Triturus
Triturus cristatus	8323	species	180093	13	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Salamandridae	Triturus
Lissotriton vulgaris	8324	species	1143182	27	11	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Salamandridae	Lissotriton
Triturus karelinii	8325	species	174347	19	6	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Salamandridae	Triturus
Triturus carnifex	8326	species	134222	18	9	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Salamandridae	Triturus
Triturus dobrogicus	8327	species	138061	23	20	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Salamandridae	Triturus
Triturus marmoratus	8328	species	127156	66	11	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Salamandridae	Triturus
Cynops	8329	genus	0	3	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Salamandridae	Cynops
Cynops pyrrhogaster	8330	species	639185	107	47	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Salamandridae	Cynops
Plethodontidae	8332	family	0	24	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Plethodontidae	
Bolitoglossa	8333	genus	0	7	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Plethodontidae	Bolitoglossa
Bolitoglossa subpalmata	8334	species	5117	2	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Plethodontidae	Bolitoglossa
Plethodon	8335	genus	0	7	1	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon
Plethodon jordani	8336	species	142210	3	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon
Plethodon yonahlossee	8337	species	29870	37	6	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Plethodontidae	Plethodon
Siren	8340	genus	0	7	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Sirenidae	Siren
Siren intermedia	8341	species	61367	51	27	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Caudata	Sirenidae	Siren
Anura	8342	order	0	639	3	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura		
Alytidae	8343	family	0	1	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Alytidae	
Bombina	8344	genus	0	1	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Bombinatoridae	Bombina
Bombina bombina	8345	species	201517	29	4	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Bombinatoridae	Bombina
Bombina orientalis	8346	species	684088	64	24	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Bombinatoridae	Bombina
Bombina variegata	8348	species	277916	11	4	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Bombinatoridae	Bombina
Discoglossus	8350	genus	0	2	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Alytidae	Discoglossus
Discoglossus pictus	8351	species	70559	1	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Alytidae	Discoglossus
Pipidae	8352	family	0	166	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Pipidae	
Xenopus	8353	genus	15808	320	1	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Pipidae	Xenopus
Xenopus borealis	8354	species	224184	80	41	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Pipidae	Xenopus
Xenopus laevis	8355	species	210119139	65177	18832	4.00323e-42 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Pipidae	Xenopus
Xenopus sp.	8356	species	13252	2	2	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Pipidae	Xenopus
Xenopus clivii	8358	species	116162	4	2	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Pipidae	Xenopus
Xenopus laevis/gilli	8359	species	58572	14	4	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Pipidae	Xenopus
Xenopus tropicalis	8364	species	191347701	69471	22668	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Pipidae	Xenopus
Myobatrachidae	8365	family	0	1	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Myobatrachidae	
Litoria	8370	genus	0	4	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Hylidae	Litoria
Litoria aurea	8371	species	37916	5	2	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Hylidae	Litoria
Crinia georgiana	8374	species	53883	3	1	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Myobatrachidae	Crinia
Lepidobatrachus laevis	8376	species	32079	2	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Ceratophryidae	Lepidobatrachus
Physalaemus	8377	genus	0	7	2	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Leptodactylidae	Physalaemus
Eleutherodactylus	8380	genus	0	5	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Eleutherodactylidae	Eleutherodactylus
Bufonidae	8382	family	0	7	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Bufonidae	
Bufo	8383	genus	0	1	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Bufonidae	Bufo
Bufo bufo	8384	species	379256	9	2	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Bufonidae	Bufo
Rhinella marina	8386	species	290273	23	7	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Bufonidae	Rhinella
Bufo japonicus	8387	species	116832	18	4	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Bufonidae	Bufo
Incilius valliceps	8388	species	56484	2	1	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Bufonidae	Incilius
Anaxyrus americanus	8389	species	117741	12	1	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Bufonidae	Anaxyrus
Amietophrynus regularis	8390	species	77305	9	8	0.0 							
Phyllomedusa	8392	genus	0	1	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Hylidae	Phyllomedusa
Phyllomedusa bicolor	8393	species	18371	11	7	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Hylidae	Phyllomedusa
Phyllomedusa rohdei	8394	species	27368	6	2	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Hylidae	Phyllomedusa
Phyllomedusa sauvagii	8395	species	25532	11	1	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Hylidae	Phyllomedusa
Ranidae	8397	family	0	32	1	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Ranidae	
Rana	8399	genus	0	7	1	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Ranidae	Rana
Rana catesbeiana	8400	species	1068962	370	186	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Ranidae	Rana
Pelophylax esculentus	8401	species	94818	16	6	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Ranidae	Pelophylax
Rana japonica	8402	species	69296	18	7	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Ranidae	Rana
Pelophylax perezi	8403	species	42640	3	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Ranidae	Pelophylax
Rana pipiens	8404	species	251070	48	14	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Ranidae	Rana
Pelophylax ridibundus	8406	species	229040	11	2	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Ranidae	Pelophylax
Rana temporaria	8407	species	680751	93	56	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Ranidae	Rana
Pelophylax nigromaculatus	8409	species	830634	56	20	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Ranidae	Pelophylax
Rugosa rugosa	8410	species	310676	99	30	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Ranidae	Rugosa
Hyperoliidae	8412	family	0	2	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Hyperoliidae	
Kassina senegalensis	8415	species	15473	9	3	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Hyperoliidae	Kassina
Hylidae	8418	family	0	10	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Hylidae	
Hyla	8421	genus	0	5	2	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Hylidae	Hyla
Hyla cinerea	8422	species	81374	70	1	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Hylidae	Dryophytes
Sooglossus thomasseti	8425	species	54072	7	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Sooglossidae	Sooglossus
Microhylidae	8427	family	0	15	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Microhylidae	
Gastrophryne carolinensis	8429	species	41972	1	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Microhylidae	Gastrophryne
Scaphiopus holbrookii	8435	species	43232	4	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Pelobatidae	Scaphiopus
Ascaphus truei	8439	species	73016	24	9	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Ascaphidae	Ascaphus
Alytes	8442	genus	0	1	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Alytidae	Alytes
Alytes obstetricans	8443	species	339138	11	6	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Anura	Alytidae	Alytes
Gymnophiona	8445	order	0	28	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Gymnophiona		
Caeciliidae	8446	family	0	1	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Gymnophiona	Caeciliidae	
Grandisonia alternans	8448	species	39513	28	19	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Gymnophiona	Indotyphlidae	Grandisonia
Hypogeophis	8449	genus	0	2	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Gymnophiona	Indotyphlidae	Hypogeophis
Hypogeophis rostratus	8450	species	60473	36	4	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Gymnophiona	Indotyphlidae	Hypogeophis
Ichthyophiidae	8451	family	0	7	2	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Gymnophiona	Ichthyophiidae	
Ichthyophis	8452	genus	0	6	1	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Gymnophiona	Ichthyophiidae	Ichthyophis
Ichthyophis bannanicus	8453	species	753978	390	239	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Gymnophiona	Ichthyophiidae	Ichthyophis
Typhlonectes	8455	genus	0	1	0	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Gymnophiona	Typhlonectidae	Typhlonectes
Typhlonectes natans	8456	species	77270	18	8	0.0 	Eukaryota	Metazoa	Chordata	Amphibia	Gymnophiona	Typhlonectidae	Typhlonectes
Testudines	8459	order	0	2978	0	0.0 	Eukaryota	Metazoa	Chordata		Testudines		
Phrynops hilarii	8463	species	17655	5	0	0.0 	Eukaryota	Metazoa	Chordata		Testudines	Chelidae	Phrynops
Cheloniidae	8465	family	0	190	0	0.0 	Eukaryota	Metazoa	Chordata		Testudines	Cheloniidae	
Caretta	8466	genus	0	3	0	0.0 	Eukaryota	Metazoa	Chordata		Testudines	Cheloniidae	Caretta
Caretta caretta	8467	species	303449	36	6	0.0 	Eukaryota	Metazoa	Chordata		Testudines	Cheloniidae	Caretta
Chelonia	8468	genus	0	50	0	0.0 	Eukaryota	Metazoa	Chordata		Testudines	Cheloniidae	Chelonia
Chelonia mydas	8469	species	39453893	9643	2997	0.0 	Eukaryota	Metazoa	Chordata		Testudines	Cheloniidae	Chelonia
Lepidochelys	8471	genus	0	2	0	0.0 	Eukaryota	Metazoa	Chordata		Testudines	Cheloniidae	Lepidochelys
Lepidochelys kempii	8472	species	54230	15	0	0.0 	Eukaryota	Metazoa	Chordata		Testudines	Cheloniidae	Lepidochelys
Chelydra serpentina	8475	species	158591	21	9	0.0 	Eukaryota	Metazoa	Chordata		Testudines	Chelydridae	Chelydra
Emydidae	8476	family	0	337	93	0.0 	Eukaryota	Metazoa	Chordata		Testudines	Emydidae	
Chrysemys	8477	genus	0	114	0	0.0 	Eukaryota	Metazoa	Chordata		Testudines	Emydidae	Chrysemys
Chrysemys picta bellii	8478	subspecies	154275682	31272	6730	4.48171e-10 	Eukaryota	Metazoa	Chordata		Testudines	Emydidae	Chrysemys
Chrysemys picta	8479	species	10516429	7482	3413	0.0 	Eukaryota	Metazoa	Chordata		Testudines	Emydidae	Chrysemys
Graptemys	8480	genus	0	2	0	0.0 	Eukaryota	Metazoa	Chordata		Testudines	Emydidae	Graptemys
Graptemys geographica	8481	species	70695	8	1	0.0 	Eukaryota	Metazoa	Chordata		Testudines	Emydidae	Graptemys
Malaclemys terrapin	8485	species	116587	9	3	0.0 	Eukaryota	Metazoa	Chordata		Testudines	Emydidae	Malaclemys
Testudinidae	8487	family	0	4	0	0.0 	Eukaryota	Metazoa	Chordata		Testudines	Testudinidae	
Crocodylidae	8493	family	0	5	0	0.0 	Eukaryota	Metazoa	Chordata		Crocodylia	Crocodylidae	
Alligator	8495	genus	0	472	0	0.0 	Eukaryota	Metazoa	Chordata		Crocodylia	Alligatoridae	Alligator
Alligator mississippiensis	8496	species	91388493	24898	3322	0.0 	Eukaryota	Metazoa	Chordata		Crocodylia	Alligatoridae	Alligator
Caiman crocodilus	8499	species	225407	25	5	0.0 	Eukaryota	Metazoa	Chordata		Crocodylia	Alligatoridae	Caiman
Crocodylus	8500	genus	0	3	0	0.0 	Eukaryota	Metazoa	Chordata		Crocodylia	Crocodylidae	Crocodylus
Crocodylus niloticus	8501	species	234461	15	8	0.0 	Eukaryota	Metazoa	Chordata		Crocodylia	Crocodylidae	Crocodylus
Crocodylus porosus	8502	species	1783523	355	172	0.0 	Eukaryota	Metazoa	Chordata		Crocodylia	Crocodylidae	Crocodylus
Crocodylus novaeguineae	8503	species	62920	13	0	0.0 	Eukaryota	Metazoa	Chordata		Crocodylia	Crocodylidae	Crocodylus
Sphenodontia	8505	order	0	144	0	0.0 	Eukaryota	Metazoa	Chordata		Sphenodontia		
Sphenodontidae	8506	family	0	6	0	0.0 	Eukaryota	Metazoa	Chordata		Sphenodontia	Sphenodontidae	
Sphenodon punctatus	8508	species	1465909	198	121	0.0 	Eukaryota	Metazoa	Chordata		Sphenodontia	Sphenodontidae	Sphenodon
Squamata	8509	order	0	2438	3	0.0 	Eukaryota	Metazoa	Chordata		Squamata		
Iguanidae	8515	family	0	198	36	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Iguanidae	
Iguana	8516	genus	0	3	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Iguanidae	Iguana
Iguana iguana	8517	species	89687	11	5	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Iguanidae	Iguana
Sceloporus	8518	genus	0	118	29	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Phrynosomatidae	Sceloporus
Sceloporus occidentalis	8519	species	656582	49	16	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Phrynosomatidae	Sceloporus
Sceloporus undulatus	8520	species	603825	26	8	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Phrynosomatidae	Sceloporus
Lacertidae	8522	family	0	8	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Lacertidae	
Lacerta	8523	genus	0	10	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Lacertidae	Lacerta
Zootoca vivipara	8524	species	207769	46	17	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Lacertidae	Zootoca
Tiliqua rugosa	8527	species	22473	12	5	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Scincidae	Tiliqua
Tupinambis teguixin	8532	species	97986	10	7	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Teiidae	Tupinambis
Ameiva auberi	8534	species	3050	1	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Teiidae	Pholidoscelis
Ameiva ameiva	8535	species	25445	8	3	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Teiidae	Ameiva
Xantusiidae	8536	family	0	1	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Xantusiidae	
Cricosaura typica	8539	species	26429	2	2	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Xantusiidae	Cricosaura
Lepidophyma smithii	8542	species	48356	1	1	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Xantusiidae	Lepidophyma
Xantusia	8543	genus	0	21	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Xantusiidae	Xantusia
Xantusia bolsonae	8544	species	11617	2	2	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Xantusiidae	Xantusia
Xantusia henshawi	8545	species	23506	1	1	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Xantusiidae	Xantusia
Xantusia riversiana	8546	species	38790	1	1	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Xantusiidae	Xantusia
Xantusia vigilis	8547	species	563710	60	29	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Xantusiidae	Xantusia
Heloderma horridum	8551	species	38689	12	2	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Helodermatidae	Heloderma
Heloderma suspectum	8554	species	85862	16	3	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Helodermatidae	Heloderma
Varanus	8556	genus	0	3	1	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Varanidae	Varanus
Varanus exanthematicus	8557	species	42435	14	6	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Varanidae	Varanus
Varanus albigularis	8558	species	10785	2	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Varanidae	Varanus
Gekkonidae	8561	family	0	98	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Gekkonidae	
Gekko	8565	genus	0	41	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Gekkonidae	Gekko
Tarentola	8568	genus	0	1	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Phyllodactylidae	Tarentola
Tarentola mauritanica	8569	species	585451	42	21	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Phyllodactylidae	Tarentola
Boidae	8572	family	0	1	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Boidae	
Boa constrictor	8574	species	292659	14	12	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Boidae	Boa
Colubridae	8578	family	0	97	1	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Colubridae	
Natrix tessellata	8584	species	222138	14	3	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Colubridae	Natrix
Natrix maura	8585	species	97233	1	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Colubridae	Natrix
Ptyas dhumnades	8587	species	60927	2	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Colubridae	Ptyas
Coluber	8589	genus	0	1	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Colubridae	Coluber
Coluber constrictor	8590	species	291488	5	3	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Colubridae	Coluber
Nerodia sipedon	8592	species	72808	14	11	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Colubridae	Nerodia
Pituophis	8594	genus	0	4	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Colubridae	Pituophis
Pituophis melanoleucus	8595	species	23303	1	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Colubridae	Pituophis
Heterodon	8596	genus	0	1	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Dipsadidae	Heterodon
Heterodon platirhinos	8597	species	81176	7	2	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Dipsadidae	Heterodon
Elapidae	8602	family	0	11	7	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Elapidae	
Aspidelaps scutatus	8607	species	11697	12	8	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Elapidae	Aspidelaps
Naja annulata	8609	species	5364	1	1	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Elapidae	Naja
Bungarus fasciatus	8613	species	89216	24	4	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Elapidae	Bungarus
Bungarus flaviceps	8614	species	24399	3	1	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Elapidae	Bungarus
Bungarus multicinctus	8616	species	179298	28	6	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Elapidae	Bungarus
Dendroaspis angusticeps	8618	species	10848	9	6	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Elapidae	Dendroaspis
Dendroaspis jamesoni	8623	species	5029	9	5	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Elapidae	Dendroaspis
Dendroaspis polylepis	8624	species	6210	2	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Elapidae	Dendroaspis
Hemachatus haemachatus	8626	species	1736	2	2	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Elapidae	Hemachatus
Laticauda	8627	genus	0	3	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Elapidae	Laticauda
Laticauda colubrina	8628	species	87262	14	1	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Elapidae	Laticauda
Laticauda laticaudata	8630	species	64014	12	4	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Elapidae	Laticauda
Laticauda semifasciata	8631	species	76583	8	3	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Elapidae	Laticauda
Calliophis bivirgata	8633	species	4736	1	1	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Elapidae	Calliophis
Micrurus	8634	genus	0	6	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Elapidae	Micrurus
Micrurus fulvius	8637	species	1080037	1715	901	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Elapidae	Micrurus
Naja	8638	genus	0	2	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Elapidae	Naja
Naja kaouthia	8649	species	98273	15	8	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Elapidae	Naja
Naja atra	8656	species	303955	37	7	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Elapidae	Naja
Notechis scutatus	8663	species	80067	8	1	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Elapidae	Notechis
Ophiophagus hannah	8665	species	112933	45	6	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Elapidae	Ophiophagus
Oxyuranus scutellatus scutellatus	8667	subspecies	40905	10	6	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Elapidae	Oxyuranus
Oxyuranus scutellatus	8668	species	62772	9	5	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Elapidae	Oxyuranus
Pseudechis	8669	genus	0	1	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Elapidae	Pseudechis
Pseudechis australis	8670	species	75846	1	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Elapidae	Pseudechis
Pseudechis porphyriacus	8671	species	35124	2	1	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Elapidae	Pseudechis
Pseudonaja textilis	8673	species	105452	59	8	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Elapidae	Pseudonaja
Hydrophis peronii	8676	species	35316	1	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Hydrophiidae	Hydrophis
Aipysurus	8677	genus	0	1	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Hydrophiidae	Aipysurus
Aipysurus laevis	8678	species	66177	5	2	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Hydrophiidae	Aipysurus
Hydrophis schistosus	8682	species	63125	2	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Hydrophiidae	Hydrophis
Hydrophis	8683	genus	0	4	3	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Hydrophiidae	Hydrophis
Hydrophis lapemoides	8684	species	35508	7	3	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Hydrophiidae	Hydrophis
Hydrophis platurus	8688	species	49696	2	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Hydrophiidae	Hydrophis
Viperidae	8689	family	0	196	14	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	
Bitis arietans	8692	species	296887	6	3	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Bitis
Bitis gabonica	8694	species	24907	2	2	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Bitis
Cerastes cerastes	8697	species	33785	14	2	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Cerastes
Vipera ammodytes	8704	species	71799	28	4	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Vipera
Vipera aspis	8706	species	15353	1	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Vipera
Daboia russelii	8707	species	97978	4	2	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Daboia
Macrovipera lebetina	8709	species	56916	36	6	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Macrovipera
Agkistrodon	8711	genus	0	11	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Agkistrodon
Gloydius halys	8714	species	51668	8	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Gloydius
