name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance	superkingdom	kingdom	phylum	class	order	family	genus
Agkistrodon piscivorus	8715	species	148187	13	7	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Agkistrodon
Calloselasma rhodostoma	8717	species	35657	13	1	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Calloselasma
Agkistrodon contortrix	8720	species	2208441	2340	1157	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Agkistrodon
Bothrops	8721	genus	0	2	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Bothrops
Bothrops asper	8722	species	64914	2	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Bothrops
Bothrops insularis	8723	species	20771	2	1	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Bothrops
Bothrops jararaca	8724	species	114772	45	22	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Bothrops
Bothrops atrox	8725	species	47468	7	4	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Bothrops
Bothrops jararacussu	8726	species	30884	9	5	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Bothrops
Bothrops cotiara	8727	species	3714	2	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Bothrops
Crotalus	8728	genus	0	2	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Crotalus
Crotalus adamanteus	8729	species	215398	6	4	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Crotalus
Crotalus atrox	8730	species	153451	29	20	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Crotalus
Crotalus durissus	8731	species	23024	2	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Crotalus
Crotalus molossus	8733	species	67826	5	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Crotalus
Crotalus molossus nigrescens	8734	subspecies	6555	1	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Crotalus
Crotalus ruber ruber	8736	subspecies	1995	3	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Crotalus
Crotalus scutulatus	8737	species	64011	29	25	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Crotalus
Crotalus scutulatus scutulatus	8738	subspecies	10811	1	1	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Crotalus
Crotalus viridis	8739	species	59128	6	6	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Crotalus
Crotalus oreganus concolor	8740	subspecies	15959	3	2	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Crotalus
Crotalus oreganus helleri	8741	subspecies	24373	2	1	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Crotalus
Crotalus aquilus	8743	species	49822	2	1	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Crotalus
Crotalus basiliscus	8744	species	7853	2	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Crotalus
Crotalus cerastes	8746	species	25103	2	2	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Crotalus
Crotalus pricei pricei	8748	subspecies	73162	1	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Crotalus
Crotalus triseriatus triseriatus	8749	subspecies	33050	2	1	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Crotalus
Lachesis muta	8752	species	38902	3	2	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Lachesis
Sistrurus catenatus	8756	species	17448	5	5	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Sistrurus
Sistrurus catenatus tergeminus	8757	subspecies	91441	12	1	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Sistrurus
Sistrurus miliarius	8758	species	45193	7	2	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Sistrurus
Sistrurus miliarius barbouri	8759	subspecies	18167	5	2	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Sistrurus
Sistrurus catenatus edwardsi	8762	subspecies	102929	13	5	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Sistrurus
Trimeresurus albolabris	8765	species	360430	9	1	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Trimeresurus
Trimeresurus gramineus	8767	species	47961	18	11	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Trimeresurus
Ovophis okinavensis	8769	species	352057	250	47	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Ovophis
Tropidolaemus wagleri	8770	species	15983	1	0	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Viperidae	Tropidolaemus
Hydrophis hardwickii	8781	species	29539	10	7	0.0 	Eukaryota	Metazoa	Chordata		Squamata	Hydrophiidae	Hydrophis
Aves	8782	class	0	13517	5373	0.0 	Eukaryota	Metazoa	Chordata	Aves			
Casuarius	8786	genus	0	1	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Casuariiformes	Casuariidae	Casuarius
Casuarius casuarius	8787	species	77579	12	4	0.0 	Eukaryota	Metazoa	Chordata	Aves	Casuariiformes	Casuariidae	Casuarius
Dromaiidae	8788	family	0	3	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Casuariiformes	Dromaiidae	
Dromaius	8789	genus	0	2	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Casuariiformes	Dromaiidae	Dromaius
Dromaius novaehollandiae	8790	species	942812	230	96	0.0 	Eukaryota	Metazoa	Chordata	Aves	Casuariiformes	Dromaiidae	Dromaius
Rheidae	8793	family	0	3	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Rheiformes	Rheidae	
Pterocnemia pennata	8795	species	87977	21	14	0.0 	Eukaryota	Metazoa	Chordata	Aves	Rheiformes	Rheidae	Pterocnemia
Rhea americana	8797	species	130701	9	3	0.0 	Eukaryota	Metazoa	Chordata	Aves	Rheiformes	Rheidae	Rhea
Struthioniformes	8798	order	0	86	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Struthioniformes		
Struthionidae	8799	family	0	272	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Struthioniformes	Struthionidae	
Struthio	8800	genus	0	155	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Struthioniformes	Struthionidae	Struthio
Struthio camelus	8801	species	1158524	1854	591	0.0 	Eukaryota	Metazoa	Chordata	Aves	Struthioniformes	Struthionidae	Struthio
Tinamiformes	8802	order	0	104	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Tinamiformes		
Tinamidae	8803	family	0	135	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Tinamiformes	Tinamidae	
Eudromia	8804	genus	0	1	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Tinamiformes	Tinamidae	Eudromia
Eudromia elegans	8805	species	735628	185	94	0.0 	Eukaryota	Metazoa	Chordata	Aves	Tinamiformes	Tinamidae	Eudromia
Nothoprocta	8806	genus	0	1	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Tinamiformes	Tinamidae	Nothoprocta
Anomalopteryx didiformis	8811	species	55750	2	1	0.0 	Eukaryota	Metazoa	Chordata	Aves	Dinornithiformes	Emeidae	Anomalopteryx
Dinornis novaezealandiae	8818	species	17435	5	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Dinornithiformes	Dinornithidae	Dinornis
Apterygiformes	8819	order	0	1018	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Apterygiformes		
Apterygidae	8820	family	0	836	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Apterygiformes	Apterygidae	
Apteryx	8821	genus	0	1326	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Apterygiformes	Apterygidae	Apteryx
Apteryx australis	8822	species	229351	3583	175	0.0 	Eukaryota	Metazoa	Chordata	Aves	Apterygiformes	Apterygidae	Apteryx
Apteryx haastii	8823	species	81228	4	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Apterygiformes	Apterygidae	Apteryx
Apteryx owenii	8824	species	67690	15	7	0.0 	Eukaryota	Metazoa	Chordata	Aves	Apterygiformes	Apterygidae	Apteryx
Anseriformes	8826	order	0	163	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Anseriformes		
Anatidae	8830	family	0	794	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Anseriformes	Anatidae	
Aix galericulata	8832	species	44077	2	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Aix
Aix sponsa	8833	species	37627	1	1	0.0 	Eukaryota	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Aix
Anas	8835	genus	161	256	1	0.0 	Eukaryota	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Anas
Mareca penelope	8838	species	151190	4	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Mareca
Anas platyrhynchos	8839	species	135461341	27402	8129	0.0 	Eukaryota	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Anas
Anser	8842	genus	0	398	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Anser
Anser anser	8843	species	420594	82	31	0.0 	Eukaryota	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Anser
Anser cygnoides	8845	species	491520	2375	684	0.0 	Eukaryota	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Anser
Anser caerulescens	8849	species	50500	1	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Anser
Anseranas semipalmata	8851	species	75550	10	3	0.0 	Eukaryota	Metazoa	Chordata	Aves	Anseriformes	Anseranatidae	Anseranas
Branta canadensis	8853	species	96641	9	8	0.0 	Eukaryota	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Branta
Cairina moschata	8855	species	240608	56	22	0.0 	Eukaryota	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Cairina
Coscoroba coscoroba	8863	species	78309	2	2	0.0 	Eukaryota	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Coscoroba
Cygnus	8867	genus	0	4	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Cygnus
Cygnus atratus	8868	species	36077	1	1	0.0 	Eukaryota	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Cygnus
Cygnus olor	8869	species	53540	3	1	0.0 	Eukaryota	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Cygnus
Dendrocygna arborea	8871	species	5135	1	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Dendrocygna
Dendrocygna arcuata	8872	species	9408	1	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Dendrocygna
Dendrocygna autumnalis	8873	species	9921	2	1	0.0 	Eukaryota	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Dendrocygna
Dendrocygna viduata	8876	species	15412	51	19	0.0 	Eukaryota	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Dendrocygna
Mergus serrator	8879	species	39033	1	1	0.0 	Eukaryota	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Mergus
Mergus merganser	8880	species	129635	1	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Mergus
Oxyura jamaicensis	8884	species	46027	6	2	0.0 	Eukaryota	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Oxyura
Sarkidiornis melanotos	8887	species	15910	2	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Anseriformes	Anatidae	Sarkidiornis
Apodiformes	8892	order	0	49	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Apodiformes		
Apodidae	8893	family	0	241	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Apodiformes	Apodidae	
Apus	8894	genus	0	1	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Apodiformes	Apodidae	Apus
Apus apus	8895	species	64132	4	2	0.0 	Eukaryota	Metazoa	Chordata	Aves	Apodiformes	Apodidae	Apus
Chaetura	8896	genus	0	65	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Apodiformes	Apodidae	Chaetura
Chaetura pelagica	8897	species	30858675	5313	2532	2.26428e-09 	Eukaryota	Metazoa	Chordata	Aves	Apodiformes	Apodidae	Chaetura
Ardeidae	8899	family	0	81	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Pelecaniformes	Ardeidae	
Nycticorax nycticorax	8901	species	76851	2	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Pelecaniformes	Ardeidae	Nycticorax
Caprimulgiformes	8902	order	0	15	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Caprimulgiformes		
Podargidae	8903	family	0	1	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Caprimulgiformes	Podargidae	
Podargus strigoides	8905	species	65080	10	2	0.0 	Eukaryota	Metazoa	Chordata	Aves	Caprimulgiformes	Podargidae	Podargus
Charadriiformes	8906	order	0	145	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Charadriiformes		
Charadriidae	8907	family	0	148	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Charadriiformes	Charadriidae	
Laridae	8910	family	0	1	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Charadriiformes	Laridae	
Larus	8911	genus	0	1	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Charadriiformes	Laridae	Larus
Larus marinus	8912	species	152428	7	4	0.0 	Eukaryota	Metazoa	Chordata	Aves	Charadriiformes	Laridae	Larus
Scolopacidae	8917	family	0	701	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Charadriiformes	Scolopacidae	
Calidris	8918	genus	0	265	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris
Ciconiiformes	8920	order	0	35	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Ciconiiformes		
Cathartidae	8922	family	0	2	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Ciconiiformes	Cathartidae	
Vultur gryphus	8924	species	23235	1	1	0.0 	Eukaryota	Metazoa	Chordata	Aves	Ciconiiformes	Cathartidae	Vultur
Ciconiidae	8926	family	0	1	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Ciconiiformes	Ciconiidae	
Ciconia ciconia	8928	species	168640	39	9	0.0 	Eukaryota	Metazoa	Chordata	Aves	Ciconiiformes	Ciconiidae	Ciconia
Columbiformes	8929	order	0	88	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Columbiformes		
Columbidae	8930	family	0	233	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Columbiformes	Columbidae	
Columba	8931	genus	0	92	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Columbiformes	Columbidae	Columba
Columba livia	8932	species	45679262	8194	3624	0.0 	Eukaryota	Metazoa	Chordata	Aves	Columbiformes	Columbidae	Columba
Columba palumbus	8934	species	104642	53	30	0.0 	Eukaryota	Metazoa	Chordata	Aves	Columbiformes	Columbidae	Columba
Coraciiformes	8936	order	0	82	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Coraciiformes		
Alcedinidae	8937	family	0	3	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Coraciiformes	Alcedinidae	
Cuculiformes	8940	order	0	19	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Cuculiformes		
Cuculidae	8941	family	0	164	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Cuculiformes	Cuculidae	
Carpococcyx renauldi	8943	species	24467	6	3	0.0 	Eukaryota	Metazoa	Chordata	Aves	Cuculiformes	Cuculidae	Carpococcyx
Eudynamys	8944	genus	0	1	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Cuculiformes	Cuculidae	Eudynamys
Eudynamys scolopaceus	8945	species	8468	2	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Cuculiformes	Cuculidae	Eudynamys
Geococcyx californianus	8947	species	64287	13	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Cuculiformes	Neomorphidae	Geococcyx
Falconiformes	8948	order	0	229	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Falconiformes		
Falconidae	8949	family	0	260	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Falconiformes	Falconidae	
Caracara plancus	8951	species	50649	4	1	0.0 	Eukaryota	Metazoa	Chordata	Aves	Falconiformes	Falconidae	Caracara
Falco	8952	genus	0	514	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Falconiformes	Falconidae	Falco
Falco columbarius	8953	species	53253	2	1	0.0 	Eukaryota	Metazoa	Chordata	Aves	Falconiformes	Falconidae	Falco
Falco peregrinus	8954	species	55964483	7416	596	0.0 	Eukaryota	Metazoa	Chordata	Aves	Falconiformes	Falconidae	Falco
Accipiter gentilis	8957	species	90476	6	4	0.0 	Eukaryota	Metazoa	Chordata	Aves	Falconiformes	Accipitridae	Accipiter
Aegypius monachus	8959	species	38212	4	2	0.0 	Eukaryota	Metazoa	Chordata	Aves	Falconiformes	Accipitridae	Aegypius
Aquila	8960	genus	0	212	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Falconiformes	Accipitridae	Aquila
Aquila audax	8961	species	17451	6	1	0.0 	Eukaryota	Metazoa	Chordata	Aves	Falconiformes	Accipitridae	Aquila
Aquila chrysaetos	8962	species	61037	2060	258	0.0 	Eukaryota	Metazoa	Chordata	Aves	Falconiformes	Accipitridae	Aquila
Haliaeetus	8968	genus	0	482	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Falconiformes	Accipitridae	Haliaeetus
Haliaeetus albicilla	8969	species	46185518	5589	421	0.0 	Eukaryota	Metazoa	Chordata	Aves	Falconiformes	Accipitridae	Haliaeetus
Galliformes	8976	order	0	601	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes		
Megapodius	8978	genus	0	3	1	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Megapodiidae	Megapodius
Megapodius freycinet	8979	species	16947	1	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Megapodiidae	Megapodius
Leipoa ocellata	8981	species	51598	4	3	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Megapodiidae	Leipoa
Cracidae	8982	family	0	3	2	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Cracidae	
Acryllium	8991	genus	0	1	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Numididae	Acryllium
Acryllium vulturinum	8992	species	37213	1	1	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Numididae	Acryllium
Numida	8995	genus	0	6	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Numididae	Numida
Numida meleagris	8996	species	214323	38	23	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Numididae	Numida
Bonasa umbellus	9000	species	45304	3	2	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Bonasa
Centrocercus urophasianus	9002	species	76298	27	13	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Centrocercus
Tympanuchus cupido	9004	species	186180	15	3	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Tympanuchus
Phasianidae	9005	family	875	1394	13	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	
Callipepla squamata	9009	species	55161	2	2	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Odontophoridae	Callipepla
Colinus virginianus	9014	species	143896	21	13	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Odontophoridae	Colinus
Cyrtonyx	9016	genus	0	65	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Odontophoridae	Cyrtonyx
Cyrtonyx montezumae	9017	species	765760	53	27	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Odontophoridae	Cyrtonyx
Francolinus	9018	genus	0	4	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Francolinus
Francolinus coqui	9021	species	7416	2	2	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Francolinus
Francolinus erckelii	9022	species	5838	2	2	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Francolinus
Francolinus francolinus	9023	species	806061	61	31	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Francolinus
Oreortyx pictus	9029	species	33732	1	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Odontophoridae	Oreortyx
Gallus	9030	genus	0	265	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Gallus
Gallus gallus	9031	species	427402560	128736	53026	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Gallus
Gallus lafayetii	9032	species	326972	46	2	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Gallus
Gallus sonneratii	9033	species	406086	38	4	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Gallus
Gallus varius	9034	species	248525	45	3	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Gallus
Lophophorus impejanus	9040	species	730261	41	15	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Lophophorus
Lophura	9041	genus	0	3	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Lophura
Lophura ignita	9044	species	19071	2	2	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Lophura
Lophura nycthemera	9046	species	157443	5	4	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Lophura
Pavo cristatus	9049	species	787537	87	43	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Pavo
Pavo muticus	9050	species	55535	2	1	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Pavo
Perdix	9051	genus	0	1	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Perdix
Perdix perdix	9052	species	126705	3	2	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Perdix
Phasianus colchicus	9054	species	429991	24	5	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Phasianus
Phasianus versicolor	9055	species	40031	1	1	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Phasianus
Polyplectron	9058	genus	0	2	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Polyplectron
Polyplectron bicalcaratum	9059	species	741204	37	15	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Polyplectron
Pucrasia macrolopha	9061	species	72181	7	2	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Pucrasia
Syrmaticus ellioti	9063	species	50732	5	1	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Syrmaticus
Syrmaticus humiae	9064	species	73898	3	2	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Syrmaticus
Syrmaticus reevesii	9066	species	86188	28	1	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Syrmaticus
Tragopan satyra	9070	species	24779	1	1	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Tragopan
Tragopan temminckii	9071	species	77337	7	3	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Tragopan
Afropavo congensis	9076	species	658811	26	8	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Afropavo
Alectoris	9077	genus	0	1	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Alectoris
Alectoris chukar	9078	species	481798	9	1	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Alectoris
Alectoris rufa	9079	species	818796	85	41	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Alectoris
Argusianus argus	9081	species	768192	70	47	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Argusianus
Bambusicola	9082	genus	0	1	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Bambusicola
Bambusicola thoracicus	9083	species	337802	11	4	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Bambusicola
Catreus wallichii	9085	species	19832	2	1	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Catreus
Chrysolophus	9087	genus	0	1	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Chrysolophus
Chrysolophus amherstiae	9088	species	74429	23	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Chrysolophus
Chrysolophus pictus	9089	species	370741	36	13	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Chrysolophus
Coturnix	9090	genus	0	138	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Coturnix
Coturnix coturnix	9091	species	525203	107	25	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Coturnix
Crossoptilon mantchuricum	9097	species	35672	1	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Crossoptilon
Meleagris ocellata	9101	species	21171	1	1	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Meleagris
Meleagris	9102	genus	0	98	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Meleagris
Meleagris gallopavo	9103	species	91313125	21894	6766	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Meleagris
Arborophila	9104	genus	0	1	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Galliformes	Phasianidae	Arborophila
Gruiformes	9108	order	0	305	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Gruiformes		
Gruidae	9109	family	0	114	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Gruiformes	Gruidae	
Anthropoides virgo	9111	species	37576	23	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Gruiformes	Gruidae	Anthropoides
Grus	9114	genus	0	7	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Gruiformes	Gruidae	Grus
Grus vipio	9115	species	40077	2	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Gruiformes	Gruidae	Grus
Grus americana	9117	species	46064	4	2	0.0 	Eukaryota	Metazoa	Chordata	Aves	Gruiformes	Gruidae	Grus
Grus carunculatus	9118	species	37206	20	0	0.0 	Eukaryota	Metazoa	Chordata	Aves	Gruiformes	Gruidae	Grus
Fulica atra	9121	species	125936	11	7	0.0 	Eukaryota	Metazoa	Chordata	Aves	Gruiformes	Rallidae	Fulica
Gallinula chloropus	9123	species	44503	3	1	0.0 	Eukaryota	Metazoa	Chordata	Aves	Gruiformes	Rallidae	Gallinula
Passeriformes	9126	order	0	4894	953	0.0 	Eukaryota	Metazoa	Chordata	Aves	Passeriformes		
Gymnorhina tibicen	9132	species	91799	2	2	0.0 	Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Cracticidae	Gymnorhina
Fringillidae	9133	family	0	13	1	0.0 	Eukaryota	Metazoa	Chordata	Aves	Passeriformes	Fringillidae	
