name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Panthera leo	9689	species	545056	33	7	0.0
Panthera onca	9690	species	208843	54	10	0.0
Panthera pardus	9691	species	311813	50	9	0.0
Panthera pardus orientalis	9692	subspecies	28266	1	0	0.0
Panthera tigris	9694	species	354735	1420	42	0.0
Puma concolor	9696	species	237623	28	10	0.0
Herpestes ichneumon	9700	species	41070	5	4	0.0
Otariidae	9702	family	0	10	0	0.0
Zalophus californianus	9704	species	221499	26	4	0.0
Odobenidae	9705	family	0	169	0	0.0
Odobenus	9706	genus	0	655	0	0.0
Odobenus rosmarus	9707	species	249954	732	26	0.0
Odobenus rosmarus divergens	9708	subspecies	71112956	8962	2178	0.0
Phocidae	9709	family	0	104	0	0.0
Halichoerus grypus	9711	species	275729	8	4	0.0
Leptonychotes	9712	genus	0	594	0	0.0
Leptonychotes weddellii	9713	species	49321752	7292	1964	0.0
Mirounga leonina	9715	species	154432	4	1	0.0
Mirounga angustirostris	9716	species	83934	8	1	0.0
Phoca	9717	genus	0	2	0	0.0
Pusa hispida	9718	species	67652	12	4	0.0
Pusa sibirica	9719	species	96937	5	1	0.0
Phoca vitulina	9720	species	432767	31	17	0.0
Cetacea	9721	order	0	2097	23	0.0
Inia	9724	genus	0	5	0	0.0
Inia geoffrensis	9725	species	108431	6	2	0.0
Delphinidae	9726	family	0	912	1	0.0
Delphinus delphis	9728	species	626641	20	7	0.0
Globicephala melas	9731	species	111629	11	5	0.0
Orcinus	9732	genus	0	435	0	0.0
Orcinus orca	9733	species	68284720	8124	1003	0.0
Stenella attenuata	9735	species	169699	13	1	0.0
Stenella longirostris	9736	species	211010	11	3	0.0
Stenella coeruleoalba	9737	species	297863	8	0	0.0
Tursiops	9738	genus	0	258	0	0.0
Tursiops truncatus	9739	species	40468689	5469	960	0.0
Phocoenidae	9740	family	0	6	0	0.0
Phocoena	9741	genus	0	1	0	0.0
Phocoena phocoena	9742	species	293086	13	8	0.0
Phocoenoides	9743	genus	0	4	0	0.0
Phocoenoides dalli	9744	species	126367	6	4	0.0
Monodontidae	9747	family	0	1	0	0.0
Delphinapterus	9748	genus	0	1	0	0.0
Delphinapterus leucas	9749	species	313439	19	8	0.0
Physeteridae	9750	family	0	175	0	0.0
Kogia	9751	genus	0	3	0	0.0
Kogia sima	9752	species	156981	3	1	0.0
Physeter	9753	genus	0	1007	0	0.0
Physeter catodon	9755	species	85517847	12506	2588	0.0
Ziphiidae	9756	family	0	1	0	0.0
Mesoplodon	9757	genus	0	5	0	0.0
Ziphius	9759	genus	0	1	0	0.0
Ziphius cavirostris	9760	species	443020	14	7	0.0
Eschrichtius	9763	genus	0	1	0	0.0
Eschrichtius robustus	9764	species	216682	8	2	0.0
Balaenopteridae	9765	family	0	262	0	0.0
Balaenoptera	9766	genus	0	1165	0	0.0
Balaenoptera acutorostrata	9767	species	391490	1827	151	0.0
Balaenoptera borealis	9768	species	57605	2	0	0.0
Balaenoptera edeni	9769	species	63876	4	0	0.0
Balaenoptera physalus	9770	species	2495601	16	5	0.0
Balaenoptera musculus	9771	species	141063	9	7	0.0
Megaptera	9772	genus	0	1	0	0.0
Megaptera novaeangliae	9773	species	566941	18	6	0.0
Sirenia	9774	order	0	28	0	0.0
Trichechidae	9775	family	0	438	0	0.0
Trichechus	9776	genus	0	182	0	0.0
Trichechus manatus	9778	species	195288	521	39	0.0
Proboscidea	9779	order	0	28	0	0.0
Elephantidae	9780	family	0	562	0	0.0
Elephas maximus	9783	species	583403	51	17	0.0
Loxodonta	9784	genus	0	235	0	0.0
Loxodonta africana	9785	species	75935670	16672	5343	0.0
Proboscidea louisiana	9786	species	24400	2	0	0.0
Perissodactyla	9787	order	0	537	0	0.0
Equidae	9788	family	5199	1105	0	0.0
Equus	9789	genus	0	2341	2	0.0
Equus zebra	9791	species	84785	5	0	0.0
Equus grevyi	9792	species	164402	44	21	0.0
Equus asinus	9793	species	163348567	26216	3574	0.0
Equus hemionus	9794	species	32216	1	0	0.0
Equus caballus	9796	species	149122348	29856	6942	0.0
Equus przewalskii	9798	species	126389285	21066	2444	6.13837e-32
Tapiridae	9799	family	0	1	0	0.0
Tapirus	9800	genus	0	1	0	0.0
Tapirus terrestris	9801	species	134147	14	7	0.0
Tapirus indicus	9802	species	152578	53	11	0.0
Rhinocerotidae	9803	family	0	818	0	0.0
Diceros bicornis	9805	species	72244	8	2	0.0
Ceratotherium	9806	genus	0	561	0	0.0
Ceratotherium simum	9807	species	164771	1579	288	0.0
Rhinoceros	9808	genus	0	1	0	0.0
Rhinoceros unicornis	9809	species	53362	10	2	0.0
Hyracoidea	9810	order	0	1	0	0.0
Procaviidae	9811	family	0	4	0	0.0
Procavia	9812	genus	0	4	0	0.0
Procavia capensis	9813	species	2577108	1213	672	0.0
Tubulidentata	9815	order	0	38	0	0.0
Orycteropodidae	9816	family	0	302	0	0.0
Orycteropus	9817	genus	0	263	0	0.0
Orycteropus afer	9818	species	251769	530	83	0.0
Suidae	9821	family	0	1229	0	0.0
Sus	9822	genus	0	1168	1	0.0
Sus scrofa	9823	species	492089554	204172	101630	2.4682e-10
Sus scrofa domesticus	9825	subspecies	686501	87	28	0.0
Sus sp.	9826	species	14943	1	0	0.0
Pecari tajacu	9829	species	300933	33	11	0.0
Hippopotamidae	9831	family	0	3	0	0.0
Hippopotamus	9832	genus	0	2	0	0.0
Hippopotamus amphibius	9833	species	416275	40	16	0.0
Camelidae	9835	family	0	1582	0	0.0
Camelus	9836	genus	0	1561	0	0.0
Camelus bactrianus	9837	species	72985852	7879	519	0.0
Camelus dromedarius	9838	species	65995594	7258	689	0.0
Lama guanicoe	9840	species	89669	3	1	0.0
Vicugna vicugna	9843	species	45939	14	5	0.0
Lama glama	9844	species	396635	30	10	0.0
Tragulidae	9846	family	0	2	0	0.0
Tragulus	9847	genus	0	1	0	0.0
Tragulus napu	9848	species	62206	17	11	0.0
Tragulus javanicus	9849	species	177275	57	30	0.0
Cervidae	9850	family	0	27	0	0.0
Alces	9851	genus	0	2	0	0.0
Alces alces	9852	species	127156	16	1	0.0
Capreolus	9857	genus	0	3	0	0.0
Capreolus capreolus	9858	species	909657	78	28	0.0
Cervus	9859	genus	0	22	0	0.0
Cervus elaphus	9860	species	788923	37	18	0.0
Cervus canadensis canadensis	9861	subspecies	26875	3	2	0.0
Cervus nippon	9863	species	521406	79	30	0.0
Cervus canadensis nelsoni	9864	subspecies	44751	1	1	0.0
Cervus elaphus xanthopygus	9865	subspecies	42747	6	1	0.0
Rangifer	9869	genus	0	2	0	0.0
Rangifer tarandus	9870	species	946145	23	6	0.0
Odocoileus	9871	genus	0	3	0	0.0
Odocoileus hemionus	9872	species	253161	29	8	0.0
Odocoileus hemionus columbianus	9873	subspecies	109495	1	0	0.0
Odocoileus virginianus	9874	species	627952	138	18	0.0
Odocoileus hemionus crooki	9876	subspecies	57599	6	1	0.0
Odocoileus hemionus hemionus	9877	subspecies	185486	28	0	0.0
Odocoileus hemionus sitkensis	9878	subspecies	17113	1	0	0.0
Hydropotes inermis	9883	species	94624	26	12	0.0
Muntiacus	9885	genus	0	57	0	0.0
Muntiacus reevesi	9886	species	1849488	1289	98	0.0
Muntiacus muntjak vaginalis	9887	subspecies	2251499	1584	222	0.0
Muntiacus muntjak	9888	species	64655	37	4	0.0
Antilocapra	9890	genus	0	2	0	0.0
Antilocapra americana	9891	species	115877	10	6	0.0
Giraffa	9893	genus	0	4	0	0.0
Giraffa camelopardalis	9894	species	163301	26	14	0.0
Bovidae	9895	family	0	9374	1343	0.0
Aepyceros melampus	9897	species	68643	3	3	0.0
Ammotragus lervia	9899	species	63774	17	1	0.0
Bison	9900	genus	0	36	0	0.0
Bison bison	9901	species	543494	3625	78	4.38119e-07
Bison bonasus	9902	species	613954	45	19	0.0
Bos	9903	genus	0	1660	0	0.0
Bos gaurus	9904	species	101275	37	2	4.09921e-06
Bos javanicus	9906	species	116766	28	2	0.0
Bos primigenius	9909	species	99056	11	2	0.0
Bos taurus	9913	species	382483604	64331	17378	1.03934e-08
Bos indicus	9915	species	2240736	208	18	0
Boselaphus tragocamelus	9917	species	75112	5	2	0.0
Bubalus	9918	genus	0	69	0	0.0
Capra	9922	genus	0	91	1	0.0
Capra aegagrus	9923	species	244860	15	6	0.0
Capra hircus	9925	species	162095838	21505	2445	4.81209e-39
Connochaetes taurinus	9927	species	52700	8	4	0.0
Damaliscus lunatus	9929	species	26667	1	0	0.0
Damaliscus pygargus	9931	species	34451	4	2	0.0
Gazella	9933	genus	0	2	0	0.0
Ovis	9935	genus	0	3849	0	0.0
Ovis aries musimon	9938	subspecies	244840503	23641	2661	0.0
Ovis sp.	9939	species	40605	2	1	0.0
Ovis aries	9940	species	196999091	34740	4892	5.37984e-98
Ovis dalli	9943	species	33376	2	0	0.0
Tragelaphus	9944	genus	0	1	0	0.0
Tragelaphus oryx	9945	species	89252	11	3	0.0
Tragelaphus strepsiceros	9946	species	44427	4	4	0.0
Tragelaphus imberbis	9947	species	78293	19	7	0.0
Cephalophus	9954	genus	0	4	0	0.0
Oryx	9957	genus	0	1	0	0.0
Oryx gazella	9958	species	80094	8	1	0.0
Kobus	9961	genus	0	1	0	0.0
Kobus ellipsiprymnus	9962	species	42666	17	0	0.0
Capricornis	9965	genus	0	7	1	0.0
Capricornis crispus	9966	species	62460	12	3	0.0
Syncerus caffer	9970	species	1005687	22	6	0.0
Pholidota	9971	order	0	29	0	0.0
Manidae	9972	family	0	653	0	0.0
Manis	9973	genus	0	357	0	0.0
Manis javanica	9974	species	140120852	28747	8290	0.0
Lagomorpha	9975	order	0	182	0	0.0
Ochotonidae	9976	family	0	304	0	0.0
Ochotona	9977	genus	0	219	3	0.0
Ochotona princeps	9978	species	54854566	13449	5221	0.0
Leporidae	9979	family	0	736	0	0.0
Lepus	9980	genus	0	18	4	0.0
Lepus capensis	9981	species	395243	15	1	0.0
Lepus europaeus	9983	species	689723	51	13	0.0
Oryctolagus	9984	genus	0	417	0	0.0
Oryctolagus cuniculus	9986	species	136850850	32601	10060	5.18631e-25
Sylvilagus	9987	genus	0	1	0	0.0
Sylvilagus floridanus	9988	species	124079	27	15	0.0
Rodentia	9989	order	0	4242	35	0.0
Marmota	9992	genus	0	195	0	0.0
Marmota marmota	9993	species	35824	865	51	0.0
Marmota marmota marmota	9994	subspecies	84857079	16005	3970	6.56631e-11
Marmota monax	9995	species	254903	56	20	0.0
Spermophilus	9996	genus	0	2	0	0.0
Spermophilus citellus	9997	species	98181	29	24	0.0
Urocitellus parryii	9999	species	175722	5	0	0.0
Sciurus aberti	10007	species	37646	2	2	0.0
Tamiasciurus hudsonicus	10009	species	436701	29	5	0.0
Thomomys	10011	genus	0	4	0	0.0
Thomomys bottae	10013	species	197106	43	20	0.0
Heteromyidae	10015	family	0	195	0	0.0
Dipodomys	10016	genus	0	263	0	0.0
Dipodomys heermanni	10018	species	37225	16	0	0.0
Dipodomys ordii	10020	species	70436438	17055	5786	0.0
Pedetes	10022	genus	0	2	0	0.0
Pedetes capensis	10023	species	89420	35	22	0.0
Cricetinae	10026	subfamily	13427	1	0	0.0
Cricetulus	10028	genus	0	118	0	0.0
Cricetulus griseus	10029	species	199602779	30640	3514	1.19955e-29
Cricetulus longicaudatus	10030	species	209313	58	18	0.0
Cricetulus sp.	10031	species	83759	29	6	0.0
Cricetulus migratorius	10032	species	82898	14	8	0.0
Cricetus cricetus	10034	species	196984	18	8	0.0
Mesocricetus	10035	genus	0	82	0	0.0
Mesocricetus auratus	10036	species	97363936	19289	4421	0.0
Mesocricetus brandti	10037	species	46526	2	1	0.0
Mesocricetus sp.	10038	species	8676	3	3	0.0
Peromyscus	10040	genus	0	119	3	0.0
Peromyscus leucopus	10041	species	816078	287	144	0.0
Peromyscus maniculatus	10042	species	2999861	2824	747	0.0
Phodopus sungorus	10044	species	184783	13	3	0.0
Meriones	10046	genus	0	4	0	0.0
Meriones unguiculatus	10047	species	320590	381	321	0.0
Microtus	10053	genus	0	94	0	0.0
Microtus xanthognathus	10054	species	2140	1	0	0.0
Microtus pennsylvanicus	10058	species	119461	14	8	0.0
Ondatra	10059	genus	0	2	0	0.0
Ondatra zibethicus	10060	species	75484	15	8	0.0
Muridae	10066	family	0	1922	0	0.0
Acomys	10067	genus	0	1	1	0.0
Acomys cahirinus	10068	species	192607	4	2	0.0
Akodon	10069	genus	0	1	0	0.0
Akodon boliviensis	10072	species	42059	13	5	0.0
Akodon torques	10078	species	17966	1	1	0.0
Akodon mimus	10087	species	7060	1	0	0.0
Mus	10088	genus	0	3713	1	0.0
Mus caroli	10089	species	394610	100	33	0.0
Mus musculus	10090	species	5100092204	2152365	760820	4.18989e-09
Mus musculus castaneus	10091	subspecies	3414931	110	25	0.0
Mus musculus domesticus	10092	subspecies	8832576	825	136	0
Mus pahari	10093	species	100556	20	15	0.0
Mus saxicola	10094	species	37499	14	3	0.0
Mus sp.	10095	species	932103	286	56	1.58653e-07
Mus spretus	10096	species	3057788	1123	380	2.01206e-07
Mus cervicolor	10097	species	98466	29	6	0.0
Mus cookii	10098	species	153060	30	2	0.0
Mus macedonicus	10100	species	86905	12	0	0.0
Mus platythrix	10101	species	30375	15	2	0.0
Mus setulosus	10102	species	43126	8	5	0.0
Mus spicilegus	10103	species	210048	46	1	0.0
Mus minutoides	10105	species	177435	18	12	0.0
Mus abbotti	10108	species	7177	11	3	0.0
Praomys	10111	genus	0	1	0	0.0
Mastomys natalensis	10112	species	529083	12	4	0.0
Praomys daltoni	10113	species	174819	17	4	0.0
Rattus	10114	genus	0	862	5	0.0
Rattus leucopus	10115	species	79151	44	7	0.0
Rattus norvegicus	10116	species	580563650	147660	55030	3.5138e-10
Rattus rattus	10117	species	968677	132	22	0.0
Rattus sp.	10118	species	738589	160	23	0.0
Rattus fuscipes	10119	species	47623	48	8	0.0
Rattus sordidus	10120	species	27601	3	2	0.0
Rattus tunneyi	10121	species	26402	4	2	0.0
Rattus villosissimus	10122	species	33366	1	0	0.0
Apodemus	10128	genus	0	4	0	0.0
Apodemus sylvaticus	10129	species	616073	21	12	0.0
Hystrix cristata	10137	species	41495	6	3	0.0
Hystrix africaeaustralis	10138	species	18572	1	0	0.0
Caviidae	10139	family	0	183	0	0.0
Cavia	10140	genus	19928	393	1	0.0
Cavia porcellus	10141	species	121259546	25965	7976	0.0
Cavia sp.	10143	species	16477	6	0	0.0
Cavia cutleri	10144	species	17102	3	2	0.0
Galea musteloides	10146	species	29422	4	0	0.0
Hydrochoerus hydrochaeris	10149	species	76811	5	1	0.0
Chinchillidae	10150	family	0	267	0	0.0
Chinchilla	10151	genus	0	451	0	0.0
Myocastoridae	10155	family	0	1	0	0.0
Myocastor coypus	10157	species	80711	40	25	0.0
Octodontidae	10158	family	0	105	0	0.0
Octodon	10159	genus	0	243	0	0.0
Octodon degus	10160	species	52592100	9594	3205	0.0
Echimyidae	10161	family	0	1	0	0.0
Ctenodactylus gundi	10166	species	51382	22	10	0.0
Bathyergidae	10167	family	0	555	0	0.0
Thryonomys swinderianus	10169	species	105797	35	19	0.0
Bathyergus janetta	10171	species	16895	2	2	0.0
Bathyergus suillus	10172	species	152224	12	3	0.0
Cryptomys hottentotus	10175	species	13963	9	1	0.0
Heliophobius argenteocinereus	10179	species	51895	21	9	0.0
Heterocephalus	10180	genus	0	262	0	0.0
Heterocephalus glaber	10181	species	127474307	21250	4455	0.0
Petromus	10182	genus	0	1	0	0.0
Petromus typicus	10183	species	44010	6	4	0.0
Castor	10184	genus	0	5	0	0.0
Castor fiber	10185	species	939194	384	187	0.0
Rotifera	10190	phylum	0	2	0	0.0
Monogononta	10191	class	0	22	0	0.0
Brachionidae	10193	family	0	12	0	0.0
Brachionus	10194	genus	0	14	10	0.0
Brachionus plicatilis	10195	species	276601	207	126	0.0
Beroe ovata	10201	species	15799	8	3	0.0
Bryozoa	10205	phylum	0	1	0	0.0
Gymnolaemata	10206	class	0	9	0	0.0
Cheilostomatida	10207	order	0	4	0	0.0
Bugulidae	10210	family	0	1	0	0.0
Bugula neritina	10212	species	165117	97	56	0.0
Enteropneusta	10220	class	0	120	0	0.0
Harrimaniidae	10221	family	0	33	0	0.0
Saccoglossus	10222	genus	0	105	0	0.0
Saccoglossus kowalevskii	10224	species	45903680	26167	15004	0.0
Placozoa	10226	phylum	0	1	0	0.0
Trichoplax	10227	genus	0	66	0	0.0
Trichoplax adhaerens	10228	species	15957104	12868	8315	0.0
Sagitta elegans	10231	species	629690	99	37	0.0
Moniliformis moniliformis	10237	species	9251	6	2	0.0
Viruses	10239	superkingdom	0	478	236	0.0
Poxviridae	10240	family	0	10	0	0.0
Orthopoxvirus	10242	genus	3317	124	51	0.0
Cowpox virus	10243	species	8209301	781	173	0.0
Monkeypox virus	10244	species	9345764	224	71	0.0
Vaccinia virus	10245	species	8733651	451	135	0.0
Vaccinia virus Copenhagen	10249	leaf	189640	3	0	0.0
Vaccinia virus Lister	10252	leaf	3168	1	0	0.0
Vaccinia virus Tian Tan	10253	leaf	186296	24	14	0.0
Vaccinia virus WR	10254	leaf	191597	1	0	0.0
Variola virus	10255	species	9218978	241	44	0.0
Raccoonpox virus	10256	species	448901	553	55	0.0
Parapoxvirus	10257	genus	0	4	0	0.0
Orf virus	10258	species	1861805	263	132	0.0
Avipoxvirus	10260	genus	0	28	11	0.0
Fowlpox virus	10261	species	478873	746	109	0.0
Fowlpox virus isolate HP-438/Munich	10263	leaf	257199	498	8	0.0
Pigeonpox virus	10264	species	277752	594	221	0.0
Capripoxvirus	10265	genus	0	18	0	0.0
Sheeppox virus	10266	species	68684	265	34	0.0
Leporipoxvirus	10270	genus	0	2	0	0.0
Rabbit fibroma virus	10271	species	214888	109	26	0.0
Myxoma virus	10273	species	5552893	96	28	0.0
Swinepox virus	10276	species	181207	568	315	0.0
Molluscum contagiosum virus	10279	species	35206	13	4	0.0
Molluscum contagiosum virus subtype 1	10280	leaf	352169	53	18	0.0
Yatapoxvirus	10282	genus	0	25	0	0.0
Betaentomopoxvirus	10286	genus	0	31	0	0.0
Choristoneura biennis entomopoxvirus	10288	species	200720	2432	1020	0.0
Heliothis armigera entomopoxvirus	10290	species	12911	120	78	0.0
unidentified entomopoxvirus	10291	species	15388	149	34	0.0
Herpesviridae	10292	family	0	36	0	0.0
Bovine herpesvirus 2	10295	species	49066	21	9	0.0
Human herpesvirus 1	10298	species	20591641	234	119	0.0
Herpes simplex virus (type 1 / strain 17)	10299	leaf	911396	56	34	0.0
Human herpesvirus 2	10310	species	3985457	112	52	0.0
Cercopithecine herpesvirus 2	10317	species	134145	63	30	0.0
Bovine herpesvirus 1	10320	species	391697	93	31	0.0
Macacine herpesvirus 1	10325	species	427949	114	21	0.0
Equid herpesvirus 1	10326	species	5131965	66	10	0.0
Equid herpesvirus 4	10331	species	2205865	42	28	0.0
Felid herpesvirus 1	10334	species	3637891	49	0	0.0
Human alphaherpesvirus 3	10335	species	19252208	35	18	0.0
Suid herpesvirus 1	10345	species	3591790	181	91	0.0
Saimiriine herpesvirus 1	10353	species	182890	39	14	0.0
Cytomegalovirus	10358	genus	0	6	0	0.0
Human herpesvirus 5	10359	species	63207415	641	175	0.0
Simian cytomegalovirus	10364	species	28366	6	6	0.0
Murid herpesvirus 1	10366	species	2095369	181	57	0.0
Human herpesvirus 6	10368	species	522876	117	3	0.0
Human herpesvirus 6 (strain Uganda-1102)	10370	leaf	4337	2	0	0.0
Equid herpesvirus 5	10371	species	222275	108	62	0.0
Human herpesvirus 7	10372	species	478961	251	10	0.0
Human herpesvirus 4	10376	species	23329536	51	39	0.0
Rhadinovirus	10379	genus	0	2	0	0.0
Ateline herpesvirus 2	10380	species	4433	4	2	0.0
Saimiriine herpesvirus 2	10381	species	394587	418	61	0.0
Bovine herpesvirus 4	10385	species	445207	154	16	0.0
Gallid herpesvirus 1	10386	species	5435486	88	30	0.0
